ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5155744,F,N,Y,0,225000,Commercial associate,Higher education,Married,House / apartment,-13822,-6054,1,0,1,1,,2
5156038,M,Y,N,1,135000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-11724,-2279,1,0,0,0,,2
5156162,F,N,Y,0,157500,Commercial associate,Higher education,Widow,Co-op apartment,-21764,-918,1,0,0,0,High skill tech staff,1
5156234,F,Y,Y,0,90000,Pensioner,Higher education,Married,House / apartment,-22957,365243,1,0,0,0,,2
5156452,F,N,Y,0,135000,Working,Higher education,Single / not married,House / apartment,-21983,-7036,1,1,1,0,Core staff,1
5156726,M,Y,N,1,103500,Working,Secondary / secondary special,Married,Rented apartment,-11771,-2714,1,0,0,0,Laborers,3
5156808,F,N,Y,0,36000,Pensioner,Lower secondary,Widow,House / apartment,-22853,365243,1,0,0,0,,1
5156811,F,N,Y,0,36000,Pensioner,Lower secondary,Widow,House / apartment,-22853,365243,1,0,0,0,,1
5156839,F,N,Y,2,81000,Working,Secondary / secondary special,Married,House / apartment,-11304,-2561,1,1,1,0,Managers,4
5156841,F,N,Y,2,81000,Working,Secondary / secondary special,Single / not married,House / apartment,-11304,-2561,1,1,1,0,Managers,4
5157082,M,Y,Y,1,99000,Working,Secondary / secondary special,Married,With parents,-9886,-492,1,1,1,0,Low-skill Laborers,3
5157101,M,Y,Y,1,153000,Working,Secondary / secondary special,Married,House / apartment,-9186,-1526,1,0,0,0,,3
5159208,F,Y,N,0,85500,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16223,-282,1,0,0,0,,2
5159374,M,Y,Y,0,135000,Commercial associate,Higher education,Married,House / apartment,-20357,-1802,1,0,0,0,High skill tech staff,2
5162421,F,N,Y,2,225000,State servant,Higher education,Single / not married,With parents,-13297,-577,1,0,0,0,Cleaning staff,4
5162862,M,N,N,0,126000,Commercial associate,Secondary / secondary special,Married,House / apartment,-8558,-183,1,1,1,0,Laborers,2
5162951,M,N,N,1,108000,Working,Secondary / secondary special,Married,House / apartment,-11463,-2009,1,1,0,0,Laborers,3
5163222,F,N,N,2,121500,Working,Secondary / secondary special,Married,House / apartment,-12431,-2617,1,1,0,0,Medicine staff,4
5163223,M,N,N,2,121500,Working,Secondary / secondary special,Married,House / apartment,-12431,-2617,1,1,0,0,Medicine staff,4
5164885,F,N,Y,1,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,-13301,-2148,1,0,0,0,Laborers,3
5164888,M,N,Y,1,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,-13301,-2148,1,0,0,0,Laborers,3
5164921,M,N,N,0,315000,Working,Secondary / secondary special,Single / not married,With parents,-10977,-169,1,0,0,0,Laborers,1
5164922,M,N,N,0,315000,Working,Secondary / secondary special,Single / not married,With parents,-10977,-169,1,0,0,0,Laborers,1
5166202,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,-18347,-1819,1,1,1,0,Core staff,2
5166648,M,Y,N,1,157500,Working,Higher education,Married,House / apartment,-13616,-1391,1,0,0,1,Laborers,3
5166693,M,Y,Y,1,157500,Commercial associate,Higher education,Married,House / apartment,-14247,-1972,1,0,0,0,Managers,3
5166696,M,Y,Y,1,157500,Commercial associate,Higher education,Married,House / apartment,-14247,-1972,1,0,0,0,Managers,3
5166795,F,N,Y,1,90000,Working,Higher education,Married,House / apartment,-12113,-2460,1,0,1,0,Core staff,3
5166848,F,N,Y,0,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,-16112,-112,1,0,0,0,Laborers,2
5166948,F,N,Y,0,270000,Pensioner,Secondary / secondary special,Married,House / apartment,-22913,365243,1,0,1,0,,2
5166950,F,N,N,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-21526,365243,1,0,0,0,,2
5169069,F,Y,N,0,450000,Working,Incomplete higher,Married,With parents,-11348,-1887,1,0,1,0,Managers,2
5169092,M,Y,Y,0,162000,Working,Higher education,Civil marriage,House / apartment,-22235,-4079,1,0,0,0,Laborers,2
5169147,M,Y,Y,0,139500,Pensioner,Secondary / secondary special,Married,House / apartment,-20397,365243,1,0,0,0,,2
5169168,F,N,Y,2,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13039,-5388,1,0,0,0,Core staff,4
5169658,M,N,N,2,112500,Working,Secondary / secondary special,Married,House / apartment,-13734,-2863,1,0,0,0,Cooking staff,4
5169724,M,N,Y,0,180000,State servant,Higher education,Married,House / apartment,-10581,-1948,1,0,0,0,,2
5169926,F,Y,Y,2,202500,Pensioner,Higher education,Married,House / apartment,-21545,365243,1,0,0,1,,4
5169993,M,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-21610,365243,1,0,0,0,,2
5170113,F,N,N,1,112500,Working,Secondary / secondary special,Married,House / apartment,-10921,-1279,1,1,0,0,Sales staff,3
5170306,M,N,Y,1,148500,Working,Secondary / secondary special,Separated,House / apartment,-13581,-1005,1,0,0,0,Security staff,2
5170308,M,N,Y,1,148500,Working,Secondary / secondary special,Separated,House / apartment,-13581,-1005,1,0,0,0,Security staff,2
5170310,M,N,Y,1,148500,Working,Secondary / secondary special,Separated,House / apartment,-13581,-1005,1,0,0,0,Security staff,2
5170473,F,N,Y,1,171000,State servant,Higher education,Civil marriage,House / apartment,-11082,-3593,1,0,1,0,Medicine staff,3
5170475,F,N,Y,1,171000,State servant,Higher education,Civil marriage,House / apartment,-11082,-3593,1,0,1,0,Medicine staff,3
5170484,M,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-17544,-1856,1,0,0,0,,2
5170485,F,N,Y,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-17544,-1856,1,0,0,0,,2
5174504,M,Y,N,0,112500,Commercial associate,Secondary / secondary special,Widow,House / apartment,-17203,-3437,1,1,0,0,Drivers,1
5174723,M,N,Y,0,92250,Pensioner,Secondary / secondary special,Married,House / apartment,-20275,365243,1,0,0,0,,2
5174908,M,N,Y,0,99000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15160,-242,1,0,0,0,Security staff,2
5177424,M,Y,Y,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-8486,-904,1,0,0,0,Drivers,1
5178285,F,Y,N,0,112500,Commercial associate,Incomplete higher,Married,House / apartment,-9853,-2061,1,1,1,0,,2
5180474,M,N,N,0,247500,Working,Secondary / secondary special,Married,House / apartment,-17541,-1198,1,0,0,0,Sales staff,2
5180495,M,N,Y,2,117000,Pensioner,Secondary / secondary special,Married,House / apartment,-21865,365243,1,0,1,0,,4
5180593,F,N,Y,0,225000,Working,Higher education,Civil marriage,House / apartment,-18550,-3659,1,0,1,0,Core staff,2
5180595,M,N,Y,0,144000,Working,Secondary / secondary special,Married,House / apartment,-22262,-1468,1,1,1,0,Cleaning staff,2
5180606,M,Y,N,1,495000,Working,Secondary / secondary special,Married,House / apartment,-12693,-4887,1,0,0,0,Drivers,3
5180741,F,N,Y,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18721,-2330,1,1,1,0,Medicine staff,2
5180773,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-12261,-1164,1,0,0,0,Drivers,2
5180818,F,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-13768,-1069,1,0,0,0,Laborers,1
5180852,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,-23599,365243,1,0,0,0,,1
5180853,F,N,N,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,-23599,365243,1,0,0,0,,1
5180854,F,N,N,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,-23599,365243,1,0,0,0,,1
5180855,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,-23599,365243,1,0,0,0,,1
5180892,M,Y,Y,2,112500,Working,Secondary / secondary special,Married,House / apartment,-16033,-1527,1,0,1,0,Laborers,4
5182836,F,Y,Y,1,135000,State servant,Secondary / secondary special,Married,House / apartment,-14400,-1551,1,0,0,0,Medicine staff,3
5185436,M,N,Y,0,247500,Commercial associate,Higher education,Married,House / apartment,-18872,-1904,1,0,0,0,Managers,2
5185459,F,N,Y,0,378000,Working,Secondary / secondary special,Married,House / apartment,-11962,-3031,1,1,1,1,,2
5185460,F,N,Y,0,378000,Working,Secondary / secondary special,Married,House / apartment,-11962,-3031,1,1,1,1,,2
5185463,F,N,Y,0,378000,Working,Secondary / secondary special,Married,House / apartment,-11962,-3031,1,1,1,0,,2
5185500,M,Y,Y,0,675000,Commercial associate,Higher education,Married,House / apartment,-16243,-1730,1,0,0,0,Drivers,2
5185579,M,Y,N,1,225000,Working,Secondary / secondary special,Single / not married,With parents,-11785,-4287,1,0,0,0,Drivers,3
5185581,M,Y,N,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-13904,-2003,1,0,0,0,,1
5185662,F,N,Y,0,153000,Pensioner,Secondary / secondary special,Married,House / apartment,-22824,365243,1,0,1,0,,2
5185667,F,N,Y,0,153000,Pensioner,Secondary / secondary special,Married,House / apartment,-22824,365243,1,0,1,0,,2
5185698,F,Y,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-14612,-6113,1,0,0,0,High skill tech staff,1
5185750,F,Y,Y,0,153000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18984,-2916,1,1,1,0,,2
5185810,F,Y,Y,0,67500,Working,Secondary / secondary special,Single / not married,House / apartment,-16912,-1546,1,0,1,0,Laborers,2
5185811,F,Y,Y,0,67500,Working,Secondary / secondary special,Single / not married,House / apartment,-16912,-1546,1,0,1,0,Laborers,2
5185949,F,N,N,0,108000,Working,Secondary / secondary special,Single / not married,House / apartment,-16968,-3495,1,0,0,0,,2
5189622,M,N,Y,1,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-10271,-1461,1,0,0,0,,2
5189623,F,N,Y,1,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-10271,-1461,1,0,0,0,,2
5189624,F,N,Y,1,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-10271,-1461,1,0,0,0,,2
5189627,M,Y,N,0,270000,Pensioner,Secondary / secondary special,Widow,Municipal apartment,-16839,-5387,1,0,0,0,Laborers,1
5190068,M,Y,Y,0,180000,Commercial associate,Higher education,Married,House / apartment,-17790,-1188,1,1,1,0,Managers,2
5190069,M,Y,Y,0,180000,Commercial associate,Higher education,Married,House / apartment,-17790,-1188,1,1,1,0,Managers,2
5190070,M,Y,Y,0,180000,Commercial associate,Higher education,Married,House / apartment,-17790,-1188,1,1,1,0,Managers,2
5190071,M,Y,Y,0,180000,Commercial associate,Higher education,Married,House / apartment,-17790,-1188,1,1,1,0,Managers,2
5193321,F,N,N,0,130500,Working,Higher education,Separated,House / apartment,-21554,-3346,1,0,0,0,HR staff,1
5193323,F,N,N,0,130500,Working,Higher education,Separated,House / apartment,-21554,-3346,1,0,0,0,HR staff,1
5193659,F,N,N,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-22655,365243,1,0,0,0,,2
5193853,M,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-22433,365243,1,0,0,0,,2
5196820,M,Y,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,-12049,-719,1,0,0,0,Drivers,3
5196871,F,N,Y,1,270000,Working,Higher education,Single / not married,House / apartment,-17363,-262,1,0,1,1,Managers,3
5197670,M,Y,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,-13347,-2394,1,0,0,0,Security staff,3
5198187,M,N,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,-11676,-1570,1,1,0,0,Managers,1
5198226,F,N,Y,2,45000,Working,Secondary / secondary special,Married,House / apartment,-14915,-839,1,0,0,0,Laborers,4
5198227,M,N,Y,2,45000,Working,Secondary / secondary special,Married,House / apartment,-14915,-839,1,0,0,0,Laborers,4
5198410,F,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-24437,-2605,1,0,0,0,,1
5198454,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-22054,365243,1,0,0,0,,2
5202720,F,N,N,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-18184,-7819,1,0,0,0,Cooking staff,2
5202721,F,N,N,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-18184,-7819,1,0,0,0,Cooking staff,2
5202769,F,N,Y,0,337500,Pensioner,Incomplete higher,Married,House / apartment,-21316,365243,1,0,1,0,,2
5202830,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,-23565,365243,1,0,1,0,,1
5205206,M,Y,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,-14869,-868,1,1,1,0,Laborers,3
5205207,M,Y,Y,1,270000,Working,Secondary / secondary special,Single / not married,House / apartment,-14869,-868,1,1,1,0,Laborers,3
5205210,M,Y,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,-14869,-868,1,1,1,0,Laborers,3
5205323,M,Y,Y,0,148500,Working,Higher education,Single / not married,House / apartment,-15163,-4490,1,0,0,0,Core staff,2
5205553,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,-22778,365243,1,0,1,0,,1
5205554,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,-22778,365243,1,0,1,0,,1
5205555,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,-22778,365243,1,0,1,0,,1
5205556,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,-22778,365243,1,0,1,0,,1
5205557,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,-22778,365243,1,0,1,0,,1
5207668,F,N,N,1,90000,Working,Higher education,Married,House / apartment,-12783,-4108,1,0,0,0,HR staff,3
5207822,M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-10333,-881,1,0,0,0,Drivers,1
5207823,M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-10333,-881,1,0,0,0,Drivers,3
5207826,M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-10333,-881,1,0,0,0,Drivers,3
5207828,M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-10333,-881,1,0,0,0,Drivers,3
5207829,M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-10333,-881,1,0,0,0,Drivers,3
5208094,F,N,Y,0,225000,State servant,Secondary / secondary special,Married,House / apartment,-17972,-3316,1,0,0,0,,2
5208096,F,N,Y,0,225000,State servant,Secondary / secondary special,Single / not married,House / apartment,-17972,-3316,1,0,0,0,,2
5213249,F,N,N,0,225000,Pensioner,Higher education,Single / not married,Municipal apartment,-21596,365243,1,0,1,0,,1
5213251,F,N,N,0,225000,Pensioner,Higher education,Single / not married,Municipal apartment,-21596,365243,1,0,1,0,,1
5213320,M,Y,N,1,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,-14218,-1600,1,1,1,0,Laborers,3
5213327,M,Y,N,1,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,-14218,-1600,1,1,1,0,Laborers,3
5213416,F,Y,N,0,270000,Commercial associate,Higher education,Married,House / apartment,-12343,-504,1,0,1,0,Managers,2
5213550,F,N,N,0,247500,Working,Higher education,Married,House / apartment,-17775,-4653,1,0,0,0,Accountants,2
5223188,F,Y,N,0,382500,Commercial associate,Higher education,Single / not married,House / apartment,-10578,-1648,1,1,1,0,Sales staff,1
5223526,M,Y,N,0,108000,State servant,Higher education,Single / not married,House / apartment,-12286,-3474,1,0,0,0,Managers,1
5223702,M,N,N,2,225000,Working,Secondary / secondary special,Separated,House / apartment,-14527,-2926,1,1,1,0,Laborers,3
5223768,F,Y,N,0,135000,Working,Secondary / secondary special,Married,With parents,-12151,-1344,1,1,1,0,Sales staff,2
5223781,F,N,N,1,90000,Working,Secondary / secondary special,Married,House / apartment,-11070,-978,1,0,0,0,Sales staff,3
5223782,F,N,N,1,90000,Working,Secondary / secondary special,Married,House / apartment,-11070,-978,1,0,0,0,Sales staff,3
5224135,F,N,Y,0,117000,Pensioner,Secondary / secondary special,Married,House / apartment,-21461,365243,1,0,0,0,,2
5224385,F,N,N,2,135000,Working,Secondary / secondary special,Separated,House / apartment,-13104,-125,1,0,0,0,Laborers,1
5224497,F,N,Y,1,121500,Working,Secondary / secondary special,Married,House / apartment,-16118,-217,1,0,0,0,Cooking staff,3
5224553,M,Y,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,-10953,-1129,1,0,0,0,Laborers,3
5224567,F,Y,N,1,175500,Commercial associate,Higher education,Married,With parents,-15915,-2498,1,0,0,0,,3
5224662,F,N,Y,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-19254,-186,1,1,0,0,Sales staff,1
5224712,M,Y,Y,1,202500,Working,Higher education,Single / not married,House / apartment,-14304,-763,1,0,0,0,,2
5228825,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-13052,-1009,1,0,0,0,High skill tech staff,2
5228928,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,-23444,365243,1,0,0,0,,1
5229087,F,N,N,0,85500,Commercial associate,Higher education,Single / not married,House / apartment,-10760,-674,1,0,0,0,,1
5235620,M,Y,Y,2,202500,Commercial associate,Higher education,Married,House / apartment,-14277,-1557,1,0,0,0,Sales staff,4
5235635,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-15857,-3567,1,1,1,0,Sales staff,2
5235836,M,N,Y,0,67500,Working,Secondary / secondary special,Single / not married,House / apartment,-17020,-127,1,0,1,0,Security staff,1
5235864,F,N,Y,0,90000,Working,Secondary / secondary special,Separated,House / apartment,-17249,-371,1,1,0,0,Sales staff,1
5235866,F,N,Y,0,90000,Working,Secondary / secondary special,Separated,House / apartment,-17249,-371,1,1,0,0,Sales staff,1
5235986,M,N,Y,0,180000,Pensioner,Higher education,Separated,House / apartment,-20376,-4420,1,0,0,1,Core staff,1
5235990,F,N,Y,0,180000,State servant,Higher education,Separated,House / apartment,-20376,-4420,1,0,0,1,Core staff,1
5235992,F,N,Y,0,180000,Pensioner,Higher education,Separated,House / apartment,-20376,-4420,1,0,0,1,Core staff,1
5235994,F,N,Y,0,180000,State servant,Higher education,Separated,House / apartment,-20376,-4420,1,0,0,1,Core staff,1
5235995,F,N,Y,0,180000,State servant,Higher education,Separated,House / apartment,-20376,-4420,1,0,0,1,Core staff,1
5236028,M,Y,Y,0,256500,Working,Higher education,Single / not married,House / apartment,-9785,-1345,1,0,0,1,High skill tech staff,1
5236031,M,Y,Y,0,256500,Working,Higher education,Single / not married,House / apartment,-9785,-1345,1,0,0,1,High skill tech staff,1
5236074,F,N,N,2,135000,Working,Secondary / secondary special,Separated,House / apartment,-13841,-522,1,0,0,1,Sales staff,3
5236198,F,Y,Y,0,130500,Working,Higher education,Married,House / apartment,-19880,-218,1,0,0,1,Core staff,2
5236234,F,Y,Y,0,252000,Working,Secondary / secondary special,Single / not married,House / apartment,-19630,-3263,1,0,0,0,Sales staff,1
5236239,M,Y,Y,0,252000,Working,Secondary / secondary special,Single / not married,House / apartment,-19630,-3263,1,0,0,0,Sales staff,1
5236723,F,N,N,0,139500,Working,Higher education,Single / not married,House / apartment,-11835,-980,1,0,1,0,,1
5236775,M,N,N,0,360000,Pensioner,Higher education,Married,House / apartment,-20804,365243,1,0,1,0,,2
5236782,F,N,N,0,360000,Pensioner,Higher education,Married,House / apartment,-20804,365243,1,0,1,0,,2
5237122,M,Y,N,0,65250,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22060,365243,1,0,0,0,,2
5237451,F,N,N,0,128700,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22861,365243,1,0,0,1,,1
5237537,M,Y,N,0,270000,Working,Secondary / secondary special,Married,With parents,-11842,-158,1,0,0,0,Laborers,2
5237578,M,Y,Y,2,243000,Working,Secondary / secondary special,Married,House / apartment,-11926,-1833,1,0,1,0,Drivers,4
5237599,M,Y,N,0,202500,Working,Secondary / secondary special,Single / not married,House / apartment,-12404,-827,1,0,1,0,Laborers,1
5237756,F,Y,Y,0,405000,Commercial associate,Higher education,Married,House / apartment,-11641,-1315,1,0,0,0,,2
5237757,F,Y,Y,0,405000,Commercial associate,Higher education,Married,House / apartment,-11641,-1315,1,0,0,1,,2
5241604,F,N,Y,0,157500,State servant,Secondary / secondary special,Single / not married,House / apartment,-16570,-2972,1,0,0,0,Waiters/barmen staff,1
5241714,M,Y,Y,0,270000,Pensioner,Higher education,Married,House / apartment,-24105,365243,1,0,0,0,,2
5241715,M,Y,Y,0,270000,Pensioner,Higher education,Married,House / apartment,-24105,365243,1,0,0,0,,2
5242059,M,Y,Y,1,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-17481,-90,1,0,0,0,Laborers,2
5242061,M,Y,Y,1,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-17481,-90,1,0,0,0,Laborers,2
5242210,F,N,Y,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-23066,365243,1,0,0,0,,2
5242211,F,N,Y,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-23066,365243,1,0,0,0,,2
5242544,F,N,Y,0,270000,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-16168,-2953,1,1,1,0,,2
5252937,M,N,Y,0,225000,Commercial associate,Incomplete higher,Married,House / apartment,-17888,-249,1,0,0,0,Sales staff,2
5252938,M,N,N,0,225000,Commercial associate,Incomplete higher,Married,House / apartment,-17888,-249,1,0,0,0,Sales staff,2
5254492,M,Y,N,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,-10347,-678,1,0,1,0,,1
5254493,M,Y,N,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,-10347,-678,1,0,1,0,,1
5258227,M,N,Y,0,135000,Working,Higher education,Single / not married,With parents,-10327,-185,1,1,0,0,Sales staff,1
5258228,F,N,Y,0,135000,Working,Higher education,Single / not married,With parents,-10327,-185,1,1,0,0,Sales staff,1
5258324,M,Y,Y,2,144000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13789,-3572,1,0,0,0,Laborers,4
5258435,F,N,Y,0,171000,Commercial associate,Higher education,Married,House / apartment,-14817,-4515,1,0,0,0,Sales staff,2
5258583,F,N,N,0,126000,Pensioner,Higher education,Widow,House / apartment,-23628,365243,1,0,0,0,,1
5258781,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-15633,-2111,1,0,0,0,Drivers,2
5258859,M,N,Y,3,193500,Working,Secondary / secondary special,Civil marriage,House / apartment,-11324,-735,1,0,0,1,Laborers,5
5259955,M,Y,Y,0,315000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-17855,-1595,1,0,0,0,Laborers,1
5260402,M,N,N,0,36000,Pensioner,Secondary / secondary special,Married,House / apartment,-20633,365243,1,0,1,0,,2
5260403,F,N,N,0,36000,Pensioner,Secondary / secondary special,Married,House / apartment,-20633,365243,1,0,1,0,,2
5267978,F,N,Y,0,450000,Commercial associate,Higher education,Separated,House / apartment,-19444,-732,1,1,1,0,Managers,1
5268219,M,N,N,0,157500,Commercial associate,Incomplete higher,Single / not married,Municipal apartment,-13715,-1867,1,0,0,0,Security staff,1
5268229,M,Y,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,-16127,-1686,1,0,1,0,Managers,2
5268355,F,Y,Y,0,112500,Working,Higher education,Married,House / apartment,-12550,-2081,1,0,0,0,Secretaries,2
5268358,F,Y,Y,0,112500,Working,Higher education,Married,House / apartment,-12550,-2081,1,0,0,0,Secretaries,2
5268545,F,Y,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-20014,-406,1,0,0,0,High skill tech staff,2
5268547,F,Y,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-20014,-406,1,0,0,0,High skill tech staff,2
5268549,F,Y,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-20014,-406,1,0,0,0,High skill tech staff,2
5268551,F,Y,N,0,90000,Working,Secondary / secondary special,Married,House / apartment,-20014,-406,1,0,0,0,High skill tech staff,2
5268580,F,N,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-21164,365243,1,0,0,0,,2
5268898,F,Y,Y,0,292500,Commercial associate,Higher education,Married,House / apartment,-17932,-3121,1,0,0,0,Laborers,2
5269133,M,Y,N,1,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-15160,-4096,1,1,0,0,,2
5269216,M,Y,N,0,157500,Working,Secondary / secondary special,Separated,House / apartment,-13913,-3607,1,0,1,0,Drivers,1
5270617,M,N,N,0,360000,Pensioner,Higher education,Single / not married,House / apartment,-21907,-4782,1,1,0,0,Managers,2
5270684,F,N,N,0,193500,Commercial associate,Secondary / secondary special,Widow,House / apartment,-12919,-399,1,1,0,0,Laborers,1
5270700,F,N,N,0,49500,Pensioner,Lower secondary,Married,House / apartment,-21521,365243,1,0,1,0,,2
5270826,M,Y,N,0,1350000,Working,Secondary / secondary special,Married,House / apartment,-14047,-1038,1,0,0,0,Managers,2
5271250,F,N,Y,1,225000,State servant,Higher education,Married,House / apartment,-12884,-5392,1,0,0,0,High skill tech staff,3
5271290,M,Y,Y,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-19463,-825,1,0,0,0,Drivers,2
5271648,M,Y,N,0,315000,Pensioner,Higher education,Married,House / apartment,-17471,-359,1,0,0,0,,2
5278613,M,Y,Y,1,405000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14740,-1434,1,0,1,0,Managers,3
5278615,M,Y,N,1,405000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14740,-1434,1,0,1,0,Managers,3
5278876,F,N,Y,0,121500,Working,Secondary / secondary special,Married,House / apartment,-18971,-8161,1,0,0,0,Managers,2
5279135,M,Y,N,0,76500,State servant,Secondary / secondary special,Married,House / apartment,-9928,-1526,1,1,0,1,High skill tech staff,2
5279305,M,Y,Y,1,202500,Working,Secondary / secondary special,Civil marriage,House / apartment,-10359,-3062,1,0,0,0,Cooking staff,3
5279319,M,Y,Y,0,225000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15268,-3153,1,1,0,0,Managers,1
5279376,F,N,Y,0,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,-17571,-474,1,0,0,0,Cooking staff,2
5279383,F,N,Y,0,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,-17571,-474,1,0,0,0,Cooking staff,2
5279507,M,N,Y,0,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,-17618,-1647,1,1,1,1,Drivers,2
5282555,F,N,Y,0,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16589,-3895,1,0,1,0,Laborers,2
5282586,F,N,N,0,225000,Commercial associate,Higher education,Civil marriage,House / apartment,-15439,-2281,1,0,0,0,Sales staff,2
5282591,F,N,N,0,225000,Commercial associate,Higher education,Civil marriage,House / apartment,-15439,-2281,1,0,0,0,Sales staff,2
5282675,F,Y,Y,2,202500,Working,Secondary / secondary special,Married,House / apartment,-12803,-2097,1,0,1,0,Core staff,4
5284577,F,Y,Y,1,135000,Working,Higher education,Civil marriage,House / apartment,-11621,-1408,1,0,1,0,Core staff,1
5289812,M,N,Y,2,247500,Commercial associate,Secondary / secondary special,Married,House / apartment,-14199,-648,1,1,1,0,,4
